route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
55N,55th/Narragansett,3/1/22,274.9,204.9,0,7143
56,Milwaukee,3/1/22,5046.6,3057.2,2315.3,137563
57,Laramie,3/1/22,1412.5,529,437.8,36354
59,59th/61st,3/1/22,1864.2,1045.9,0,47060
60,Blue Island/26th,3/1/22,6764.3,3486.4,2471.3,179409
62,Archer,3/1/22,5679.6,3523,2875.5,156224
62H,Archer/Harlem,3/1/22,678.1,344.8,0,16976
63,63rd,3/1/22,7436.4,4525.7,3813.3,204394
63W,West 63rd,3/1/22,1121.4,365.9,330.6,28579
65,Grand,3/1/22,3648.6,2481.8,1557.8,100077
66,Chicago,3/1/22,11704.8,7969.4,6335.2,326429
67,67th-69th-71st,3/1/22,4771,2491.5,2327.7,129010
68,Northwest Highway,3/1/22,844.7,299.6,222.4,21516
70,Division,3/1/22,4507.8,2545.7,2015,121923
71,71st/South Shore,3/1/22,4541.1,3164.1,2115.4,125564
72,North,3/1/22,7640.1,4821.4,4146.6,211595
73,Armitage,3/1/22,2792.6,1198,1012.9,73073
74,Fullerton,3/1/22,6842.2,4570.3,3417.5,189322
75,74th-75th,3/1/22,3835.9,2244.6,1823.8,104499
76,Diversey,3/1/22,6889.2,4183.8,2833.8,186521
77,Belmont,3/1/22,11445.7,6928.2,5201,311768
78,Montrose,3/1/22,4483.8,2538.8,2061.8,121530
79,79th,3/1/22,12360.8,8200.2,6940.2,344860
80,Irving Park,3/1/22,6675.2,4062.1,3052.9,181989
81,Lawrence,3/1/22,7631.7,5274.6,4115.2,213088
81W,West Lawrence,3/1/22,952.7,485.6,313.6,25108
82,Kimball-Homan,3/1/22,10705.2,6067.4,4962.6,290339
84,Peterson,3/1/22,2293.5,988.5,667.3,59375
85,Central,3/1/22,6505.8,3523.5,2861.4,175172
85A,North Central,3/1/22,332.7,171.6,0,8338
86,Narragansett/Ridgeland,3/1/22,1441,0,0,33143
87,87th,3/1/22,5577.1,3198.3,2872.2,152556
88,Higgins,3/1/22,784.1,368.3,269.1,20585
90,Harlem,3/1/22,2796.9,1671,1319.4,76291
91,Austin,3/1/22,3835.1,1766.4,1439.9,101032
92,Foster,3/1/22,4318.6,2282.8,1940.9,116224
93,California/Dodge,3/1/22,2602.2,1124.7,0,64349
94,California,3/1/22,6995.8,3127.9,2241.3,182381
95,95th,3/1/22,2898.8,1869.9,1519.4,80229
96,Lunt,3/1/22,415,0,0,9546
97,Skokie,3/1/22,1613.5,1073.8,907.5,45035
X98,Avon Express,3/1/22,4.5,0,0,81
100,Jeffery Manor Express,3/1/22,320.4,0,0,7369
103,West 103rd,3/1/22,1074.8,509.2,333,28090
106,East 103rd,3/1/22,723.6,264.4,194.6,18478
108,Halsted/95th,3/1/22,465.4,0,0,10704
111,111th/King Drive,3/1/22,1635.4,760.3,685.6,43397
111A,Pullman Shuttle,3/1/22,153.8,133.4,107.4,4501
112,Vincennes/111th,3/1/22,1052.1,411.3,291.9,27011
115,Pullman/115th,3/1/22,1525,837.9,675.4,41128
119,Michigan/119th,3/1/22,1972.4,923.5,909.9,52699
120,Ogilvie/Streeterville Express,3/1/22,177.3,0,0,4078
121,Union/Streeterville Express,3/1/22,217.4,0,0,5001
124,Navy Pier,3/1/22,512.9,1002.5,586.1,18151
125,Water Tower Express,3/1/22,342.8,0,0,7884
126,Jackson,3/1/22,2560.3,1398.4,1084.3,68818
134,Stockton/LaSalle Express,3/1/22,720.1,0,0,16562
135,Clarendon/LaSalle Express,3/1/22,954.1,0,0,21945
136,Sheridan/LaSalle Express,3/1/22,732.5,0,0,16849
143,Stockton/Michigan Express,3/1/22,595.9,0,0,13706
146,Inner Lake Shore/Michigan Express,3/1/22,8532.8,7213.2,5648.2,247700
147,Outer DuSable Lake Shore Express,3/1/22,8126.6,6013.5,4915.9,230630
148,Clarendon/Michigan Express,3/1/22,1190.8,0,0,27387
151,Sheridan,3/1/22,8957.2,8421.4,6452.9,265514
152,Addison,3/1/22,6218.3,2572.8,1748.9,160308
155,Devon,3/1/22,4240.9,3169.9,2628.5,120733
156,LaSalle,3/1/22,2032.3,0,0,46744
157,Streeterville/Taylor,3/1/22,3050.9,0,0,70171
165,West 65th,3/1/22,176.4,0,0,4057
169,69th-UPS Express,3/1/22,94.4,17,0,2189
171,U. of Chicago/Hyde Park,3/1/22,832.4,202.6,0,19955
172,U. of Chicago/Kenwood,3/1/22,1449.5,374.6,284.3,35973
192,U. of Chicago Hospitals Express,3/1/22,420.2,0,0,9665
201,Central/Ridge,3/1/22,1366.3,720.3,0,34306
206,Evanston Circulator,3/1/22,351.6,0,0,8087
1001,Shuttle/Special Event Route,3/1/22,35.8,230.4,259.5,2783
1,Bronzeville/Union Station,4/1/22,712.1,0,0,14954
2,Hyde Park Express,4/1/22,1156.3,0,0,24283
3,King Drive,4/1/22,8605.4,6600.5,4827.6,233027
4,Cottage Grove,4/1/22,9803.6,7097.6,4709.5,260202
5,South Shore Night Bus,4/1/22,198,198.6,199.8,5951
6,Jackson Park Express,4/1/22,4959.1,4877.5,3637.5,143078
7,Harrison,4/1/22,2838.5,0,0,59609
8,Halsted,4/1/22,10883.4,6614.3,4318.8,278898
8A,South Halsted,4/1/22,1636.9,1198.1,805.3,43587
9,Ashland,4/1/22,10276.7,9980.2,7610.7,296155
X9,Ashland Express,4/1/22,4292.3,0,0,90138
11,Lincoln,4/1/22,970.6,559.5,373.1,24673
12,Roosevelt,4/1/22,6576,3994.7,3036.9,170218
J14,Jeffery Jump,4/1/22,4931.4,2917.2,2084,126482
15,Jeffery Local,4/1/22,4277.8,2457.9,1951,109928
18,16th/18th,4/1/22,2079.1,1445.4,1014.2,54945
19,United Center Express,4/1/22,94.7,19.1,227.2,1231
20,Madison,4/1/22,8386.7,4610.7,3994.7,215153
21,Cermak,4/1/22,5261.3,3794.8,2385.6,139003
22,Clark,4/1/22,11631.1,9561.4,7627.1,322569
24,Wentworth,4/1/22,1266.6,0,0,26599
26,South Shore Express,4/1/22,2316.7,0,0,48651
28,Stony Island,4/1/22,2649.6,1299.9,1138.9,66697
29,State,4/1/22,5152.6,4102,2823.6,140009
30,South Chicago,4/1/22,1481.3,983.5,462.2,37875
31,31st,4/1/22,362.8,0,0,7619
34,South Michigan,4/1/22,2130,1323.2,1051.2,55551
35,31st/35th,4/1/22,2525.9,1362.6,1052.8,64068
36,Broadway,4/1/22,8948.8,8542.1,7149.7,259235
37,Sedgwick,4/1/22,503.9,0,0,10581
39,Pershing,4/1/22,1175.2,457,331,28289
43,43rd,4/1/22,690.4,344.4,260,17259
44,Wallace-Racine,4/1/22,1776.2,831,680.1,44176
47,47th,4/1/22,5595,3641.6,2578.8,146019
48,South Damen,4/1/22,501.3,0,0,10528
49,Western,4/1/22,9004,7562.9,5051.3,247104
49B,North Western,4/1/22,3477.6,2337,2051.7,92921
X49,Western Express,4/1/22,3447.3,0,0,72393
50,Damen,4/1/22,6520.7,3639.2,2669.8,165809
51,51st,4/1/22,946.9,600.3,409.9,24526
52,Kedzie,4/1/22,5036.5,3088.8,2283.5,130344
52A,South Kedzie,4/1/22,2288.6,1124.1,766.3,56746
53,Pulaski,4/1/22,10393.1,6614.6,4949.2,271124
53A,South Pulaski,4/1/22,4254.5,1872.1,1314.6,103964
54,Cicero,4/1/22,5552.6,4337.6,2608.4,148725
54A,North Cicero/Skokie Blvd.,4/1/22,399.8,0,0,8397
54B,South Cicero,4/1/22,1576,1170.8,898.4,42544
55,Garfield,4/1/22,4422.6,3054.5,2432.7,117877
55A,55th/Austin,4/1/22,114.7,0,0,2408
55N,55th/Narragansett,4/1/22,331.1,307.6,0,8490
56,Milwaukee,4/1/22,5267.5,3000.3,2378.6,135134
57,Laramie,4/1/22,1250.4,535.4,739,31891
59,59th/61st,4/1/22,1764.9,1122.7,0,42675
60,Blue Island/26th,4/1/22,6787.5,3742.2,2653.5,171863
62,Archer,4/1/22,5450.7,3491.2,2906.8,143548
62H,Archer/Harlem,4/1/22,781.3,396.3,0,18388
63,63rd,4/1/22,7182.2,4808.3,4044.9,191048
63W,West 63rd,4/1/22,1052.3,463.9,276.8,25525
65,Grand,4/1/22,3617,2379.9,1779.1,94972
66,Chicago,4/1/22,12033.2,7737.7,5586.2,313731
67,67th-69th-71st,4/1/22,4545.2,2862.5,2046,117946
68,Northwest Highway,4/1/22,824,310.5,208,19688
70,Division,4/1/22,4458.3,2740.9,2251.9,116336
71,71st/South Shore,4/1/22,4384.6,3302.2,2349.6,117986
72,North,4/1/22,7649.8,5464.8,3907.4,203600
73,Armitage,4/1/22,2676.5,1529.5,956.1,67679
74,Fullerton,4/1/22,6711.6,4637.3,3387.1,177679
75,74th-75th,4/1/22,3540,2247.6,1723.5,92471
76,Diversey,4/1/22,6779,4228.4,2607.3,173930
77,Belmont,4/1/22,11229.4,7285.4,5332.6,293575
78,Montrose,4/1/22,4427.3,2679.3,2011,114414
79,79th,4/1/22,12282.7,8846.1,7202.2,330976
80,Irving Park,4/1/22,6455.4,4262.1,3144.5,169452
81,Lawrence,4/1/22,7268.3,5234.1,4107.2,195233
81W,West Lawrence,4/1/22,993.2,508.1,343.3,24772
82,Kimball-Homan,4/1/22,10028.2,6006.1,4579.8,258942
84,Peterson,4/1/22,2187.3,1030.6,700.9,53890
85,Central,4/1/22,6105.7,3714.9,2970,158674
85A,North Central,4/1/22,361.9,152.5,0,8362
86,Narragansett/Ridgeland,4/1/22,1294.9,0,0,27193
87,87th,4/1/22,5437.8,3720.4,2584.6,143135
88,Higgins,4/1/22,755.1,355,273.2,18724
90,Harlem,4/1/22,2887.3,1869,1198.2,74772
91,Austin,4/1/22,3755.4,1961,1434.4,94406
92,Foster,4/1/22,4179.5,2332.8,1982.2,107363
93,California/Dodge,4/1/22,2579.9,1121.4,0,59786
94,California,4/1/22,6607.5,3272.2,2207.2,163948
95,95th,4/1/22,2839.7,2078.6,1535,76167
96,Lunt,4/1/22,423.7,0,0,8898
97,Skokie,4/1/22,1678.7,1122,855.4,44283
X98,Avon Express,4/1/22,4.3,0,0,69
100,Jeffery Manor Express,4/1/22,298.6,0,0,6270
103,West 103rd,4/1/22,1008.2,513.5,485.6,25683
106,East 103rd,4/1/22,609.7,285.2,185.6,14972
108,Halsted/95th,4/1/22,522.7,0,0,10977
111,111th/King Drive,4/1/22,1532.3,916.9,717.3,39632
111A,Pullman Shuttle,4/1/22,151.7,139,98.8,4275
112,Vincennes/111th,4/1/22,897.9,473.5,266.6,22289
115,Pullman/115th,4/1/22,1458.4,895.3,689.7,37862
119,Michigan/119th,4/1/22,1784,1296.6,894.4,47524
120,Ogilvie/Streeterville Express,4/1/22,176.6,0,0,3710
121,Union/Streeterville Express,4/1/22,180.8,0,0,3797
124,Navy Pier,4/1/22,618.9,920.1,595.4,19979
125,Water Tower Express,4/1/22,371.1,0,0,7793
126,Jackson,4/1/22,2525.4,1486.6,1090,64826
134,Stockton/LaSalle Express,4/1/22,785.5,0,0,16495
135,Clarendon/LaSalle Express,4/1/22,998.2,0,0,20961
136,Sheridan/LaSalle Express,4/1/22,704.3,0,0,14790
143,Stockton/Michigan Express,4/1/22,561.4,0,0,11790
146,Inner Lake Shore/Michigan Express,4/1/22,8837.1,7836.8,5638,247315
147,Outer DuSable Lake Shore Express,4/1/22,8385.3,6693.9,5020.9,229645
148,Clarendon/Michigan Express,4/1/22,1190.6,0,0,25002
151,Sheridan,4/1/22,9374.7,9235.2,6608.5,269480
152,Addison,4/1/22,5697.4,2720,1971.5,141130
155,Devon,4/1/22,4437.9,3387,2547,120320
156,LaSalle,4/1/22,1946.2,0,0,40869
157,Streeterville/Taylor,4/1/22,3234.3,0,0,67921
165,West 65th,4/1/22,176.1,0,0,3698
169,69th-UPS Express,4/1/22,102.5,22,0,2174
171,U. of Chicago/Hyde Park,4/1/22,861.8,213,0,19163
172,U. of Chicago/Kenwood,4/1/22,1504,312.8,312,34396
192,U. of Chicago Hospitals Express,4/1/22,411.9,0,0,8651
201,Central/Ridge,4/1/22,1540.8,853.4,0,36624
206,Evanston Circulator,4/1/22,398.4,0,0,8366
1001,Shuttle/Special Event Route,4/1/22,63.2,1142.1,2129.7,15558
1,Bronzeville/Union Station,5/1/22,753.5,0,0,15823
2,Hyde Park Express,5/1/22,1277.7,0,0,26831
3,King Drive,5/1/22,9016.2,6472,5188.2,246358
4,Cottage Grove,5/1/22,10245.1,7195.8,5267.9,275537
5,South Shore Night Bus,5/1/22,202.2,189.3,234.5,6411
6,Jackson Park Express,5/1/22,5005.9,4751.8,4016,148226
7,Harrison,5/1/22,2229.3,0,0,46815
8,Halsted,5/1/22,10079.8,5892.9,4148.9,260141
8A,South Halsted,5/1/22,1748,1230.1,789.3,46365
9,Ashland,5/1/22,11307.1,11330.1,7761.9,329340
X9,Ashland Express,5/1/22,4513.9,0,0,94791
10,Museum of S & I,5/1/22,173.2,115.2,230.3,749
11,Lincoln,5/1/22,1088,603.6,420.9,27787
12,Roosevelt,5/1/22,6897.2,4316.9,3092.2,180661
J14,Jeffery Jump,5/1/22,5106.6,2616.8,2067.1,130107
15,Jeffery Local,5/1/22,4943.6,2600.3,1939.4,125852
18,16th/18th,5/1/22,2075,1593.2,1116.9,56649
19,United Center Express,5/1/22,24.4,0,0,73
20,Madison,5/1/22,8605.3,4710.6,3706.9,221795
21,Cermak,5/1/22,5716.6,4146.2,2641.1,152479
22,Clark,5/1/22,11875.8,8797.5,7625.2,330334
24,Wentworth,5/1/22,1461,0,0,30680
26,South Shore Express,5/1/22,2254.3,0,0,47341
28,Stony Island,5/1/22,2816.8,1335.2,1194.9,71663
29,State,5/1/22,5178.9,4124.5,2859.5,142413
30,South Chicago,5/1/22,1671.5,1073.3,507.4,42439
31,31st,5/1/22,304.9,0,0,6403
34,South Michigan,5/1/22,2324.5,1359.5,1050.5,60555
35,31st/35th,5/1/22,2727.2,1606.1,1182.6,70791
36,Broadway,5/1/22,9195,8466.5,7641,272807
37,Sedgwick,5/1/22,533.1,0,0,11194
39,Pershing,5/1/22,1271.3,479,408.6,31064
43,43rd,5/1/22,722.6,350.7,291.3,18326
44,Wallace-Racine,5/1/22,1969.4,926.8,697.9,49252
47,47th,5/1/22,5870.7,3948.7,2769.4,155696
48,South Damen,5/1/22,580.4,0,0,12188
49,Western,5/1/22,9977.3,8267.7,5779.3,277271
49B,North Western,5/1/22,3647.3,2581.7,2196.5,100098
X49,Western Express,5/1/22,3825.8,0,0,80341
50,Damen,5/1/22,6814.5,3645.4,2802.1,174499
51,51st,5/1/22,977.8,556.5,462.6,25535
52,Kedzie,5/1/22,5339.2,3340.5,2271.1,139112
52A,South Kedzie,5/1/22,2496.5,1372.3,895.2,63288
53,Pulaski,5/1/22,11260.9,6979.5,5159.1,295352
53A,South Pulaski,5/1/22,4718.3,2197.1,1438.6,116504
54,Cicero,5/1/22,5950.9,5045.4,2629.2,160926
54A,North Cicero/Skokie Blvd.,5/1/22,431.9,0,0,9071
54B,South Cicero,5/1/22,1656.2,1308.2,891.6,45362
55,Garfield,5/1/22,4689,3460.1,2729.6,128688
55A,55th/Austin,5/1/22,109,0,0,2289
55N,55th/Narragansett,5/1/22,378.4,269,0,9023
56,Milwaukee,5/1/22,5081.7,3082.9,2567.9,134454
57,Laramie,5/1/22,1382.3,661.5,627.4,35438
59,59th/61st,5/1/22,1997.4,1228.3,0,46858
60,Blue Island/26th,5/1/22,6346.7,3860,3022.6,166856
62,Archer,5/1/22,5709,3633.1,3175.5,153475
62H,Archer/Harlem,5/1/22,837.2,440.3,0,19343
63,63rd,5/1/22,7572.5,5419.3,5018.1,210809
63W,West 63rd,5/1/22,1127.4,521.4,390.5,28103
65,Grand,5/1/22,3693,2659.8,1850.8,99298
66,Chicago,5/1/22,12277,7944.4,6050.3,325897
67,67th-69th-71st,5/1/22,5007.7,3153.1,2361.2,131941
68,Northwest Highway,5/1/22,950.9,354.1,238.4,22815
70,Division,5/1/22,4722.8,2550.3,2119.7,122100
71,71st/South Shore,5/1/22,4586.5,3525.8,2286.9,124141
72,North,5/1/22,8376.2,5843,4579.6,226750
73,Armitage,5/1/22,2775.1,1413.6,984.4,69838
74,Fullerton,5/1/22,7113.1,4755,3488.5,189326
75,74th-75th,5/1/22,3994.6,2572.1,1875.5,105429
76,Diversey,5/1/22,7145.6,4647.4,2997.3,186632
77,Belmont,5/1/22,12012.3,7935.8,5948.8,319695
78,Montrose,5/1/22,4672,2971.2,2521.1,125123
79,79th,5/1/22,12866.5,9096.9,7492.9,351540
80,Irving Park,5/1/22,6971.4,4692.4,3433,185766
81,Lawrence,5/1/22,7513.8,5355.2,4503.6,206231
81W,West Lawrence,5/1/22,1014.7,561.9,396.8,25937
