route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
52A,South Kedzie,3/1/23,2755,1296.6,1016.3,72616
53,Pulaski,3/1/23,12245.1,7716,6208.4,337335
53A,South Pulaski,3/1/23,4977.3,2050.4,1472,128567
54,Cicero,3/1/23,6093,4366.6,3488.8,171560
54A,North Cicero/Skokie Blvd.,3/1/23,466.5,0,0,10730
54B,South Cicero,3/1/23,1899.3,1336.4,1059.4,53268
55,Garfield,3/1/23,5404.2,3417.5,2777.7,149077
55A,55th/Austin,3/1/23,147.7,0,0,3397
55N,55th/Narragansett,3/1/23,375.4,156.7,0,9262
56,Milwaukee,3/1/23,5143.4,4357.2,3221.8,148614
57,Laramie,3/1/23,1598.6,544.1,711.7,41792
59,59th/61st,3/1/23,2168.1,1064.5,0,54125
60,Blue Island/26th,3/1/23,7630.1,4026.5,2826.1,202903
62,Archer,3/1/23,6235.7,4034.5,3177.2,172269
62H,Archer/Harlem,3/1/23,818.7,365.2,0,20290
63,63rd,3/1/23,8377.1,4844.5,4370.9,229534
63W,West 63rd,3/1/23,1113.1,486.1,390.7,29108
65,Grand,3/1/23,5159.1,3143.4,2254.7,140253
66,Chicago,3/1/23,14242,10308.7,7330.3,398121
67,67th-69th-71st,3/1/23,5120,3210.5,2319.5,139881
68,Northwest Highway,3/1/23,887.2,333,238.2,22690
70,Division,3/1/23,5901.8,3388.6,2845.8,160680
71,71st/South Shore,3/1/23,4950.5,3393.5,2752.7,138446
72,North,3/1/23,8349.7,7239.7,5052.8,241212
73,Armitage,3/1/23,3685.9,1805.3,1417,97665
74,Fullerton,3/1/23,7786.4,5705.7,4117.9,218380
75,74th-75th,3/1/23,4231,2499.5,1992.7,115282
76,Diversey,3/1/23,6862.1,4512.1,3058.8,188111
77,Belmont,3/1/23,11878.5,7917.1,5975.3,328776
78,Montrose,3/1/23,4597,2913.5,2281.1,126509
79,79th,3/1/23,12711.7,9177.6,7353.7,358495
80,Irving Park,3/1/23,6667.2,4258.2,3466.3,184244
81,Lawrence,3/1/23,7398,5855.5,4484.1,211512
81W,West Lawrence,3/1/23,1192.6,598.6,479.8,31744
82,Kimball-Homan,3/1/23,9820.2,5434.4,4261.2,264648
84,Peterson,3/1/23,2225.9,1086.3,795,58720
85,Central,3/1/23,7382.1,4205.5,3412.5,200261
85A,North Central,3/1/23,367.1,177.9,0,9155
86,Narragansett/Ridgeland,3/1/23,1660.9,0,0,38200
87,87th,3/1/23,5641.2,3598.1,2835.8,155485
88,Higgins,3/1/23,892.1,427.1,276.2,23331
90,Harlem,3/1/23,2800.1,2133.3,1480,78857
91,Austin,3/1/23,4130.1,2110.1,1553.4,109645
92,Foster,3/1/23,4454.7,2462.6,2170.8,120992
93,California/Dodge,3/1/23,2982.6,1271.3,0,73684
94,California,3/1/23,7468.6,3838.4,2793.5,198305
95,95th,3/1/23,3220.1,2150.2,1614.4,89122
96,Lunt,3/1/23,581.6,0,0,13378
97,Skokie,3/1/23,1886.7,1213.8,938.5,52004
X98,Avon Express,3/1/23,3,0,0,30
100,Jeffery Manor Express,3/1/23,350.2,0,0,8054
103,West 103rd,3/1/23,1167.9,600.6,426.9,30973
106,East 103rd,3/1/23,794.5,267.9,199.8,20145
108,Halsted/95th,3/1/23,591.1,0,0,13595
111,111th/King Drive,3/1/23,1732.9,891,685.3,46161
111A,Pullman Shuttle,3/1/23,163.4,120,107.9,4670
112,Vincennes/111th,3/1/23,976.5,410,300.7,25303
115,Pullman/115th,3/1/23,1612.3,859.2,698.4,43313
119,Michigan/119th,3/1/23,2057.1,1328.7,978.9,56544
120,Ogilvie/Streeterville Express,3/1/23,215.7,0,0,4960
121,Union/Streeterville Express,3/1/23,307.6,0,0,7075
124,Navy Pier,3/1/23,762.6,911.5,603.6,23601
125,Water Tower Express,3/1/23,455.7,0,0,10481
126,Jackson,3/1/23,3173.5,1459.4,1209.5,83666
134,Stockton/LaSalle Express,3/1/23,1136.9,0,0,26150
135,Clarendon/LaSalle Express,3/1/23,1514.6,0,0,34836
136,Sheridan/LaSalle Express,3/1/23,982.2,0,0,22590
143,Stockton/Michigan Express,3/1/23,753.9,0,0,17340
146,Inner Lake Shore/Michigan Express,3/1/23,8785.9,7615.1,5713.6,255391
147,Outer DuSable Lake Shore Express,3/1/23,7818.5,6066.3,4972.9,223983
148,Clarendon/Michigan Express,3/1/23,1289.7,0,0,29663
151,Sheridan,3/1/23,9750.4,9781.2,6876.2,290890
152,Addison,3/1/23,6293.6,2944.2,2027.5,164639
155,Devon,3/1/23,4757.9,3528.1,2727.4,134453
156,LaSalle,3/1/23,2891.2,0,0,66498
157,Streeterville/Taylor,3/1/23,4710.2,0,0,108335
165,West 65th,3/1/23,184.3,0,0,4240
169,69th-UPS Express,3/1/23,75.3,0,0,1731
171,U. of Chicago/Hyde Park,3/1/23,646.5,183.5,0,15605
172,U. of Chicago/Kenwood,3/1/23,1614.4,354.9,325.9,39854
192,U. of Chicago Hospitals Express,3/1/23,353.4,0,0,8129
201,Central/Ridge,3/1/23,1618.2,883.2,0,40750
206,Evanston Circulator,3/1/23,424,0,0,9752
1001,Shuttle/Special Event Route,3/1/23,17.2,210.4,133.9,1774
1,Bronzeville/Union Station,4/1/23,993,0,0,19860
2,Hyde Park Express,4/1/23,1611.9,0,0,32237
3,King Drive,4/1/23,10990.1,8292.1,6467.6,293601
4,Cottage Grove,4/1/23,9926.8,8810.9,6029.9,272739
X4,Cottage Grove Express,4/1/23,2248.3,0,0,44967
5,South Shore Night Bus,4/1/23,173.6,163.1,153.9,5057
6,Jackson Park Express,4/1/23,4683.5,5479.2,3952.3,140828
7,Harrison,4/1/23,3879.5,0,0,77590
8,Halsted,4/1/23,13157.8,9021.3,6370.1,340113
8A,South Halsted,4/1/23,1732.8,1313.2,881.1,45628
9,Ashland,4/1/23,11943.5,11953.4,8464.5,340959
X9,Ashland Express,4/1/23,5038.1,0,0,100762
11,Lincoln,4/1/23,1152.6,595.7,453.8,28300
12,Roosevelt,4/1/23,6725.8,4355,3027,171427
J14,Jeffery Jump,4/1/23,4936.6,3184.5,2046,124885
15,Jeffery Local,4/1/23,4276.7,2816.2,1985.8,109544
18,16th/18th,4/1/23,2669.7,1633.9,1254.7,67837
19,United Center Express,4/1/23,118.1,90,203.2,1385
20,Madison,4/1/23,9492.4,6024.7,4735.5,243649
21,Cermak,4/1/23,6170.8,4537.1,3172.5,161964
22,Clark,4/1/23,10551.4,10145,7494.2,299225
24,Wentworth,4/1/23,1699.8,0,0,33995
26,South Shore Express,4/1/23,2665.6,0,0,53311
28,Stony Island,4/1/23,3260.4,1621.8,1196.7,79301
29,State,4/1/23,5619.3,5282.8,3938.3,158490
30,South Chicago,4/1/23,1778.6,1101.2,547.6,43816
31,31st,4/1/23,575.7,0,0,11514
34,South Michigan,4/1/23,2369.1,1377.4,1212.8,60334
35,31st/35th,4/1/23,2968.9,1685.9,1194.5,73780
36,Broadway,4/1/23,8678.1,9448.4,7599.9,258804
37,Sedgwick,4/1/23,690.7,0,0,13814
39,Pershing,4/1/23,1299.1,434.9,350.1,29908
43,43rd,4/1/23,858.1,403.5,267.1,20516
44,Wallace-Racine,4/1/23,2115.1,1001.3,737.3,50995
47,47th,4/1/23,6147.3,4030.9,3015.9,158180
48,South Damen,4/1/23,606.2,0,0,12124
49,Western,4/1/23,10742.9,9719.5,6530.6,296109
49B,North Western,4/1/23,3912.1,2648.1,2280.5,102886
X49,Western Express,4/1/23,4132.3,0,0,82646
50,Damen,4/1/23,6597.3,3961.7,2861.3,166062
51,51st,4/1/23,947.2,521.5,460.6,23855
52,Kedzie,4/1/23,5998.6,3693.9,2551.9,151201
52A,South Kedzie,4/1/23,2735.5,1462.7,1133.1,67690
53,Pulaski,4/1/23,12180.9,8218.3,6395.6,316688
53A,South Pulaski,4/1/23,4996.8,2262.7,1502.4,118762
54,Cicero,4/1/23,6282.5,4736.7,3481.7,166741
54A,North Cicero/Skokie Blvd.,4/1/23,463.7,0,0,9275
54B,South Cicero,4/1/23,1950,1473.3,1116.9,51951
55,Garfield,4/1/23,5509.5,3819.5,2969,144133
55A,55th/Austin,4/1/23,143.3,0,0,2866
55N,55th/Narragansett,4/1/23,354,155.8,0,7858
56,Milwaukee,4/1/23,5116.3,4554.2,3375.1,141973
57,Laramie,4/1/23,1570.9,667.9,620.4,37861
59,59th/61st,4/1/23,2082.9,1168,0,47499
60,Blue Island/26th,4/1/23,7573.6,4130.2,3161.9,187933
62,Archer,4/1/23,6004.1,4432.2,3294.3,158715
62H,Archer/Harlem,4/1/23,841.1,386.9,0,18757
63,63rd,4/1/23,8343.3,5131.4,4737.9,216213
63W,West 63rd,4/1/23,1121.1,512.1,436.7,27167
65,Grand,4/1/23,5292.4,3506.7,2385.9,135310
66,Chicago,4/1/23,14452.2,10544.8,7912.8,381333
67,67th-69th-71st,4/1/23,5165.8,3453.7,2465.3,132911
68,Northwest Highway,4/1/23,847,343,248.9,19899
70,Division,4/1/23,5876.2,3643.2,2759.3,149537
71,71st/South Shore,4/1/23,5018.7,3857.2,2832.4,133823
72,North,4/1/23,8621.4,7712,5141.3,236695
73,Armitage,4/1/23,3682.8,2105.5,1409.6,91232
74,Fullerton,4/1/23,7845.8,6097.2,4277.6,208791
75,74th-75th,4/1/23,4268.4,2695.1,2141.5,109550
76,Diversey,4/1/23,7152.1,4888,3137.9,183171
77,Belmont,4/1/23,12069.1,8632,6268.8,315886
78,Montrose,4/1/23,4667.3,3220.3,2462,121758
79,79th,4/1/23,12711.7,9802,7671.3,341601
80,Irving Park,4/1/23,6769.8,4635.7,3497.4,176061
81,Lawrence,4/1/23,7520.5,6102.7,4750.7,204678
81W,West Lawrence,4/1/23,1244.9,648.2,417.7,30227
82,Kimball-Homan,4/1/23,9560.6,5829.1,4126.4,240990
84,Peterson,4/1/23,2129.8,1150.6,754.2,52121
85,Central,4/1/23,7222.6,4541.7,3525.2,184786
85A,North Central,4/1/23,357.7,183.8,0,8074
86,Narragansett/Ridgeland,4/1/23,1505.6,0,0,30111
87,87th,4/1/23,5726.3,4035.4,2887.5,149140
88,Higgins,4/1/23,890.2,396.8,278.1,21178
90,Harlem,4/1/23,3088.1,2395.5,1462.3,81051
91,Austin,4/1/23,4212.5,2258.8,1643.8,103763
92,Foster,4/1/23,4501.4,2745.1,2169.1,114598
93,California/Dodge,4/1/23,2897.7,1404.7,0,64978
94,California,4/1/23,7294.9,3928.6,2830.9,179696
95,95th,4/1/23,3290.6,2451.9,1812.6,87134
96,Lunt,4/1/23,572.5,0,0,11450
97,Skokie,4/1/23,1910.4,1300.1,939.3,49406
100,Jeffery Manor Express,4/1/23,341.8,0,0,6835
103,West 103rd,4/1/23,1153.3,641.6,440.4,28476
106,East 103rd,4/1/23,724.6,269.5,196.2,16820
108,Halsted/95th,4/1/23,618.1,0,0,12363
111,111th/King Drive,4/1/23,1738.4,966.7,711.6,43160
111A,Pullman Shuttle,4/1/23,182.4,144.3,111,4925
112,Vincennes/111th,4/1/23,902,452.2,283.2,21718
115,Pullman/115th,4/1/23,1580.5,992.2,692.6,40034
119,Michigan/119th,4/1/23,2073.1,1563.1,1149.8,55027
120,Ogilvie/Streeterville Express,4/1/23,216.8,0,0,4336
121,Union/Streeterville Express,4/1/23,307.7,0,0,6153
124,Navy Pier,4/1/23,823.7,1041.6,577.3,24569
125,Water Tower Express,4/1/23,457.9,0,0,9158
126,Jackson,4/1/23,3190.9,1696,1277.6,78686
134,Stockton/LaSalle Express,4/1/23,1048.1,0,0,20961
135,Clarendon/LaSalle Express,4/1/23,1502.6,0,0,30052
136,Sheridan/LaSalle Express,4/1/23,969.1,0,0,19382
143,Stockton/Michigan Express,4/1/23,691.1,0,0,13821
146,Inner Lake Shore/Michigan Express,4/1/23,9130.2,8193.6,6019.9,253671
147,Outer DuSable Lake Shore Express,4/1/23,7700.7,6461.3,4866.2,210652
148,Clarendon/Michigan Express,4/1/23,1229.8,0,0,24595
151,Sheridan,4/1/23,10149.8,10598.4,7635.3,294165
152,Addison,4/1/23,6294.5,3406.3,2665.2,156247
155,Devon,4/1/23,4734.1,3557.1,2779.4,126365
156,LaSalle,4/1/23,2884.7,0,6.2,57701
157,Streeterville/Taylor,4/1/23,5069.8,0,0,101395
165,West 65th,4/1/23,178.6,0,0,3573
169,69th-UPS Express,4/1/23,78.3,20,0,1586
171,U. of Chicago/Hyde Park,4/1/23,816,255.4,0,17597
172,U. of Chicago/Kenwood,4/1/23,1997.4,445.4,318.7,43768
192,U. of Chicago Hospitals Express,4/1/23,382.9,0,0,7658
201,Central/Ridge,4/1/23,1733.7,1108.3,0,40216
206,Evanston Circulator,4/1/23,334.8,0,0,6695
1001,Shuttle/Special Event Route,4/1/23,22.1,261.8,164.8,2575
1,Bronzeville/Union Station,5/1/23,993.6,0,0,21859
2,Hyde Park Express,5/1/23,1664.9,0,0,36628
3,King Drive,5/1/23,11169.9,7813.1,6730.3,310642
4,Cottage Grove,5/1/23,10280.7,8456.7,6391.1,291958
X4,Cottage Grove Express,5/1/23,2444.6,0,0,53781
5,South Shore Night Bus,5/1/23,176.9,179.6,149.6,5358
6,Jackson Park Express,5/1/23,4895.5,4945.7,4447,149719
7,Harrison,5/1/23,3065.5,0,0,67442
8,Halsted,5/1/23,11701.6,8353.4,6131.8,321508
8A,South Halsted,5/1/23,1891.9,1391.2,990.4,52139
9,Ashland,5/1/23,11971.8,12024.6,8757.3,355266
X9,Ashland Express,5/1/23,5407.8,0,0,118972
10,Museum of S & I,5/1/23,133.4,90.9,139.2,636
11,Lincoln,5/1/23,1283.9,690.2,464.8,33332
12,Roosevelt,5/1/23,6949.9,4536.7,3356,187824
J14,Jeffery Jump,5/1/23,4954.7,3082.2,2359.5,133129
15,Jeffery Local,5/1/23,4517.1,2653.6,2182.8,120905
18,16th/18th,5/1/23,2639.5,1603.5,1199.2,70480
19,United Center Express,5/1/23,132.4,204.8,167.5,637
20,Madison,5/1/23,9854.7,6365,4897.5,266751
21,Cermak,5/1/23,6654.3,4911.4,3293.7,182510
22,Clark,5/1/23,10924,10308.9,7605.6,319591
24,Wentworth,5/1/23,1817.1,0,0,39975
26,South Shore Express,5/1/23,2745.4,0,0,60399
28,Stony Island,5/1/23,3481.4,1718.8,1328,90106
29,State,5/1/23,5674.1,5384.9,4696.6,169852
30,South Chicago,5/1/23,1964.7,1150.1,650.7,51077
31,31st,5/1/23,428.5,0,0,9428
34,South Michigan,5/1/23,2575.2,1425.8,1135.2,68033
35,31st/35th,5/1/23,3190.8,1709.1,1582.1,84946
36,Broadway,5/1/23,8821.6,8523,7268.8,264511
37,Sedgwick,5/1/23,756.9,0,0,16652
39,Pershing,5/1/23,1421.4,482.6,392.7,35165
43,43rd,5/1/23,903.3,507.8,344.3,23626
44,Wallace-Racine,5/1/23,2369.4,1048,832.6,60482
47,47th,5/1/23,6621.3,4098.5,3170.1,177914
48,South Damen,5/1/23,711.8,0,0,15659
49,Western,5/1/23,11418.7,10335.5,7293.9,329023
49B,North Western,5/1/23,4362.5,2976.1,2432.1,120041
X49,Western Express,5/1/23,4667.1,0,0,102675
50,Damen,5/1/23,6964.4,4177.3,3049.4,185172
51,51st,5/1/23,1099.8,687.7,533.2,29613
52,Kedzie,5/1/23,6566.4,3923.9,2785,174081
52A,South Kedzie,5/1/23,2942.7,1538.9,1200.3,76896
53,Pulaski,5/1/23,13504.9,9060,7186.3,369280
53A,South Pulaski,5/1/23,5270.7,2511.1,1753.6,134769
54,Cicero,5/1/23,6919.4,5370,3914.2,193277
54A,North Cicero/Skokie Blvd.,5/1/23,509.6,0,0,11211
54B,South Cicero,5/1/23,2123.6,1692.7,1378.8,60385
55,Garfield,5/1/23,5927.5,3990.4,3266.9,162701
55A,55th/Austin,5/1/23,153.6,0,0,3379
55N,55th/Narragansett,5/1/23,369.2,181.2,0,8847
56,Milwaukee,5/1/23,5254.5,4628.5,3504.8,151638
57,Laramie,5/1/23,1728.4,648.9,938.6,45313
59,59th/61st,5/1/23,2453.4,1263.5,0,59028
60,Blue Island/26th,5/1/23,7237.3,4068.7,3527.9,193134
62,Archer,5/1/23,6321.7,4387.9,3604.3,174651
62H,Archer/Harlem,5/1/23,958.6,434.4,0,22827
63,63rd,5/1/23,8788.9,5230.8,4860,238579
63W,West 63rd,5/1/23,1169.3,508.4,459.8,30058
65,Grand,5/1/23,5887.5,4024.3,3018.7,160715
66,Chicago,5/1/23,15445.4,11340.5,9206,431190
67,67th-69th-71st,5/1/23,5342.5,3560,2931.3,146432
68,Northwest Highway,5/1/23,955.9,363.7,263.5,23801
70,Division,5/1/23,6475.1,4116.6,3363.4,175736
71,71st/South Shore,5/1/23,5234.3,3912.8,2974.3,145678
72,North,5/1/23,9114.6,8278,5956.6,263415
73,Armitage,5/1/23,4100.6,2324.5,1674.4,107883
74,Fullerton,5/1/23,8319.3,6366.6,4754.6,232264
75,74th-75th,5/1/23,4770,2951.2,2719,130339
76,Diversey,5/1/23,7582.9,5141.1,3678.1,205779
77,Belmont,5/1/23,12600.6,9199,6881.5,348416
78,Montrose,5/1/23,4827.1,3512.5,2715.5,133822
79,79th,5/1/23,13309.7,10010.9,8318.6,374450
80,Irving Park,5/1/23,7231.8,5213.8,4193.2,200921
81,Lawrence,5/1/23,7846.6,6397.6,5221.4,224322
81W,West Lawrence,5/1/23,1279.8,745.5,542.2,33848
82,Kimball-Homan,5/1/23,10301.2,6454.3,4857.4,276730
84,Peterson,5/1/23,2423.5,1281.9,909.7,62993
85,Central,5/1/23,7864.8,4904.6,3756.8,211427
85A,North Central,5/1/23,394.1,206.4,0,9496
86,Narragansett/Ridgeland,5/1/23,1734.5,0,0,38159
87,87th,5/1/23,6079.7,4197.1,3227.9,166682
88,Higgins,5/1/23,961,428.6,310.3,24407
90,Harlem,5/1/23,3198.5,2721.5,1684.8,89678
91,Austin,5/1/23,4603.1,2561.5,1777.7,120404
92,Foster,5/1/23,4711.3,2801.1,2482.9,127268
93,California/Dodge,5/1/23,3265.9,1524.7,0,77949
94,California,5/1/23,7648,4005,3177.1,200161
95,95th,5/1/23,3431.1,2459.9,1788.1,94265
96,Lunt,5/1/23,623,0,0,13705
97,Skokie,5/1/23,2050.8,1427.9,1123.9,56448
100,Jeffery Manor Express,5/1/23,390.7,0,0,8596
103,West 103rd,5/1/23,1277.9,715.2,472.1,33336
106,East 103rd,5/1/23,867.1,278.3,244.6,21412
108,Halsted/95th,5/1/23,642.6,0,0,14136
111,111th/King Drive,5/1/23,1854.4,987.3,838.8,48940
111A,Pullman Shuttle,5/1/23,204.3,162.2,117.1,5728
112,Vincennes/111th,5/1/23,1050.7,507.1,341.9,26854
115,Pullman/115th,5/1/23,1748.2,933.9,767.3,46033
119,Michigan/119th,5/1/23,2162.9,1587.1,1242.5,60144
120,Ogilvie/Streeterville Express,5/1/23,250.9,0,0,5519
121,Union/Streeterville Express,5/1/23,337.4,0,0,7423
124,Navy Pier,5/1/23,918.1,1302.7,815.9,29488
125,Water Tower Express,5/1/23,438.8,0,0,9654
126,Jackson,5/1/23,3413.2,1661.6,1505.3,89264
130,Museum Campus,5/1/23,168,95.8,153.9,739
134,Stockton/LaSalle Express,5/1/23,1056.9,0,0,23252
135,Clarendon/LaSalle Express,5/1/23,1440.7,0,0,31696
136,Sheridan/LaSalle Express,5/1/23,951.7,0,0,20938
143,Stockton/Michigan Express,5/1/23,726.6,0,0,15985
146,Inner Lake Shore/Michigan Express,5/1/23,8969.8,7780,6395.5,260433
147,Outer DuSable Lake Shore Express,5/1/23,7493.7,6501.7,5171.4,216725
148,Clarendon/Michigan Express,5/1/23,1234.6,0,0,27161
151,Sheridan,5/1/23,10520,10864.3,8965.9,319726
152,Addison,5/1/23,7085.1,3779.4,3115.3,186566
155,Devon,5/1/23,4768.1,3737.8,3090.4,135301
156,LaSalle,5/1/23,2965.9,0,0,65249
157,Streeterville/Taylor,5/1/23,3951,0,0,86922
165,West 65th,5/1/23,206.5,0,0,4544
169,69th-UPS Express,5/1/23,85.2,21,0,1895
171,U. of Chicago/Hyde Park,5/1/23,650.5,257.2,0,15340
172,U. of Chicago/Kenwood,5/1/23,1684.5,373,297.8,40039
192,U. of Chicago Hospitals Express,5/1/23,386.8,0,0,8509
201,Central/Ridge,5/1/23,1751.7,956,0,42362
206,Evanston Circulator,5/1/23,379.9,0,0,8358
1001,Shuttle/Special Event Route,5/1/23,34.4,319.8,172.9,2901
1,Bronzeville/Union Station,6/1/23,918.7,0,0,20210
2,Hyde Park Express,6/1/23,1662.3,0,0,36571
3,King Drive,6/1/23,10403.5,9015.7,6527.9,291051
4,Cottage Grove,6/1/23,9757.6,9140.8,6426.7,276936
X4,Cottage Grove Express,6/1/23,2029.4,0,0,44646
5,South Shore Night Bus,6/1/23,185.7,198.1,192.3,5648
6,Jackson Park Express,6/1/23,4794.8,5553.7,4096.3,144085
7,Harrison,6/1/23,2610.2,0,0,57425
8,Halsted,6/1/23,10966.7,9436.1,5706.3,301837
8A,South Halsted,6/1/23,1753,1453,1075.9,48681
9,Ashland,6/1/23,11855.2,13202.8,9193.6,350401
X9,Ashland Express,6/1/23,4641.5,0,0,102112
10,Museum of S & I,6/1/23,429.9,350.5,433.2,12593
11,Lincoln,6/1/23,1085,654.7,434,28226
12,Roosevelt,6/1/23,6679.8,4772.4,3391.7,179612
J14,Jeffery Jump,6/1/23,4621.3,3191.4,2300.2,123634
15,Jeffery Local,6/1/23,3574.3,2895.1,1785.4,97357
18,16th/18th,6/1/23,2503.5,1913.5,1340.3,68093
19,United Center Express,6/1/23,155.3,126.7,24.3,923
20,Madison,6/1/23,9372.3,7022.7,4929.8,254001
21,Cermak,6/1/23,6150.4,4909,3328.6,168258
22,Clark,6/1/23,10709.8,11502.5,7098.9,310020
24,Wentworth,6/1/23,1350,0,0,29699
26,South Shore Express,6/1/23,2135,0,0,46970
28,Stony Island,6/1/23,3117.9,1730.7,1343.5,80892
29,State,6/1/23,5860.4,6638.4,4060.3,171724
30,South Chicago,6/1/23,1606.1,1123.3,640.8,42391
31,31st,6/1/23,366.5,0,0,8064
34,South Michigan,6/1/23,2182.5,1546.9,1213.6,59058
35,31st/35th,6/1/23,2813.4,1912.6,1476.5,75451
36,Broadway,6/1/23,8751.2,11201.6,7202.4,266143
37,Sedgwick,6/1/23,791.7,0,0,17417
39,Pershing,6/1/23,1301.8,559.2,372.3,32366
43,43rd,6/1/23,795.2,469.4,369.6,20850
44,Wallace-Racine,6/1/23,2078.8,1152,802.9,53554
47,47th,6/1/23,6296.7,4538.5,3425,170381
48,South Damen,6/1/23,507.7,0,0,11169
49,Western,6/1/23,10854.7,10957.6,7405.5,312255
49B,North Western,6/1/23,3809.9,2734.5,2372.4,104245
X49,Western Express,6/1/23,3549,0,0,78077
50,Damen,6/1/23,6378.5,4913,3162.9,172630
51,51st,6/1/23,925.4,727.6,496.1,25254
52,Kedzie,6/1/23,5704.5,4287.6,2842.3,154019
52A,South Kedzie,6/1/23,2491.9,1447.3,1080.9,64935
53,Pulaski,6/1/23,12409.9,10095.7,7021.2,341485
53A,South Pulaski,6/1/23,4434.9,2708,1627.7,114911
54,Cicero,6/1/23,6682.2,5990.7,4169.7,187651
54A,North Cicero/Skokie Blvd.,6/1/23,495.3,0,0,10896
54B,South Cicero,6/1/23,2185.1,1877.5,1266.8,60649
55,Garfield,6/1/23,5372.5,4255.7,3586.1,149562
55A,55th/Austin,6/1/23,137.7,0,0,3029
55N,55th/Narragansett,6/1/23,312.1,174.9,0,7565
56,Milwaukee,6/1/23,4965.4,3549.1,2960.4,135277
57,Laramie,6/1/23,1506.8,717.4,467.7,37889
59,59th/61st,6/1/23,2105.8,1343.9,0,51704
60,Blue Island/26th,6/1/23,6876.1,4775.3,3404.7,183995
62,Archer,6/1/23,5952.7,4965.9,3705.2,165645
62H,Archer/Harlem,6/1/23,829.6,417.6,0,19922
63,63rd,6/1/23,7753.6,5912,4951.6,214033
63W,West 63rd,6/1/23,1027.6,584.2,570.7,27227
65,Grand,6/1/23,5515.2,4698.4,3182.4,152856
66,Chicago,6/1/23,15504.9,13527.8,8878.9,430735
67,67th-69th-71st,6/1/23,4912.9,4292.1,2713.9,136108
68,Northwest Highway,6/1/23,762.9,413,262.3,19485
70,Division,6/1/23,5430.2,4452.5,4138.2,153827
71,71st/South Shore,6/1/23,4758.1,4159.5,2875.6,132818
72,North,6/1/23,9233.6,9073,6293,264604
73,Armitage,6/1/23,3366.4,2497.2,1621.4,90535
74,Fullerton,6/1/23,7751.7,6982.1,5146.6,219053
75,74th-75th,6/1/23,3999.2,3130.4,2488.5,110459
76,Diversey,6/1/23,7383.7,5963.8,3610.1,200738
77,Belmont,6/1/23,12165.1,9586.5,7094.8,334356
78,Montrose,6/1/23,4823.8,3839.8,2836,132826
79,79th,6/1/23,12736.7,10938.8,8191.4,356728
80,Irving Park,6/1/23,6585.2,5449.2,4243,183642
81,Lawrence,6/1/23,7777.9,6548.5,5043.3,217480
81W,West Lawrence,6/1/23,1299.3,800,524.7,33882
82,Kimball-Homan,6/1/23,9407.9,6757.9,4844.7,253385
84,Peterson,6/1/23,2104.7,1296.9,901.6,55098
85,Central,6/1/23,6819.6,5073.9,3856,185752
85A,North Central,6/1/23,400.5,235.8,0,9754
86,Narragansett/Ridgeland,6/1/23,1256.8,0,0,27649
87,87th,6/1/23,5418.4,4372.9,3160.2,149338
88,Higgins,6/1/23,867.6,437.9,330.2,22160
90,Harlem,6/1/23,3210.7,2612.1,1698.5,87877
91,Austin,6/1/23,3860.7,2710.9,1814.3,103037
92,Foster,6/1/23,4057.4,3048.6,2457,111285
93,California/Dodge,6/1/23,2730.8,1503.1,0,66089
94,California,6/1/23,6936.5,4099.9,3154.8,181621
95,95th,6/1/23,3110.3,2691.2,1732.4,86121
96,Lunt,6/1/23,558.7,0,0,12292
97,Skokie,6/1/23,2008.9,1677.8,1089.2,55265
100,Jeffery Manor Express,6/1/23,358.9,0,0,7895
103,West 103rd,6/1/23,1095.8,750.7,572.8,29402
106,East 103rd,6/1/23,641.2,295,228,16198
108,Halsted/95th,6/1/23,538.1,0,0,11838
111,111th/King Drive,6/1/23,1645.6,1088.8,811.3,43803
111A,Pullman Shuttle,6/1/23,210,197.3,133.5,5942
112,Vincennes/111th,6/1/23,817.3,566.3,375.8,21748
115,Pullman/115th,6/1/23,1553.8,1017.2,800.1,41453
119,Michigan/119th,6/1/23,2181.4,1902.5,1174.9,60301
120,Ogilvie/Streeterville Express,6/1/23,250.6,0,0,5513
121,Union/Streeterville Express,6/1/23,391.8,0,0,8620
124,Navy Pier,6/1/23,1410.2,2127.7,1201.6,44342
125,Water Tower Express,6/1/23,503.4,0,0,11074
126,Jackson,6/1/23,2712.2,2005.3,1416.5,73355
130,Museum Campus,6/1/23,535.8,642.7,682.2,17088
134,Stockton/LaSalle Express,6/1/23,1156.1,0,0,25435
135,Clarendon/LaSalle Express,6/1/23,1333,0,0,29327
136,Sheridan/LaSalle Express,6/1/23,912.7,0,0,20080
143,Stockton/Michigan Express,6/1/23,610.4,0,0,13429
146,Inner Lake Shore/Michigan Express,6/1/23,9434,9745.2,7309.2,275765
147,Outer DuSable Lake Shore Express,6/1/23,7897.1,7433.3,5728.2,226381
148,Clarendon/Michigan Express,6/1/23,1253.2,0,0,27570
151,Sheridan,6/1/23,11045,13073,7935.5,327023
152,Addison,6/1/23,6113.1,3783.5,2901.3,161226
155,Devon,6/1/23,4539.9,4243.3,2875,128350
156,LaSalle,6/1/23,2962.6,0,0,65177
157,Streeterville/Taylor,6/1/23,3811.7,0,0,83858
165,West 65th,6/1/23,131.1,0,0,2883
169,69th-UPS Express,6/1/23,88.4,15.1,0,1960
